source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
3. Cardiology_Cardio_6.csv,Preclinical,Medium,"[""cardiology""]","A 65 year old woman presented to the Emergency Department 10 days ago with a 7 hour history of sudden onset retrosternal chest pain, described as intense, progressively worsening, and radiating to the back and neck, associated with diaphoresis, nausea and vomiting.
She had received appropriate treatment and had been recovering well until today she reports sudden onset chest pain and shortness of breath, especially when lying on her back.
On examination, her JVP is elevated, and there are muffled heart sounds, with no murmurs. Her blood pressure is 110/70, with a pattern of pulsus paradoxus.
Which of the following conditions is the most likely explanation for her presentation?","[""Acute pericarditis"", ""Papillary muscle rupture"", ""Left ventricular aneurysm"", ""Left ventricular free wall rupture"", ""Ventricular septal defect""]",D,Left ventricular free wall rupture,
6. Endocrinology_Endo_3.csv,Clinical,Easy,"[""endocrinology""]","A 20-year-old female presents to the Emergency Department with generalised abdominal pain, nausea and vomiting. She also complains of fatigue and unexplained weight loss of 8kg in the past month. She reports polyuria and polydipsia, but denies dysuria. She is afebrile and is not sexually active.
Upon physical examination, she shows signs of dehydration, and a rapid laboured, deep breathing pattern is noted. There is generalised tenderness of the abdomen, but otherwise no significant positive findings.
Investigations reveal urinary ketones and glucose on dipstick analysis, and blood tests showed elevated HbA1c (76mmol/mol) and positive anti-GAD antibodies.
After initial management of her emergency presentation, which of the following long-term management options is most suitable for this patient?","[""Metformin tablet, once daily"", ""Daily basal-bolus insulin regimen"", ""Long-acting insulin injection once daily"", ""Metformin tablet and long-acting insulin injection once daily"", ""Lifestyle modifications""]",B,Daily basal-bolus insulin regimen,
8. Haematology_Haematology_3.csv,Clinical,Easy,"[""haematology""]","A 65 year old female presents to the GP feeling fatigued. She does not report any new symptoms and of importance there has been no recent loss of weight, no fevers or night sweats, no easy bruising, and no bone pain. She has chronic renal failure and no other past medical history.
All her vital signs are normal, and physical examination shows no abnormalities.
The doctor orders some regular bloods and the results indicate that: iron, B12 and folate are all within normal range. Furthermore, her FBE shows a normocytic anaemia but no abnormalities with either the white cells or the platelet count. Her ALT and AST are mildly elevated and her eGFR is 15 but renal failure has been a long standing condition. 
The most likely explanation for her fatigue is?","[""Hypothyroidism"", ""Chronic Kidney Disease"", ""Depression"", ""Iron Deficiency"", ""Leukemia""]",B,Chronic Kidney Disease,
9. Nephrology & Urology_Nephrology___Urology_1.csv,Clinical,Medium,"[""dialysis indications"", ""nephrology"", ""nephrology & urology"", ""urology""]","You are a rural GP from Inverell seeing a long-term patient of yours, Greg. Greg is a 64-year-old male who has chronic kidney disease. Last time you saw him his eGFR was 14 mL/min/1.73 m2. He is now complaining of increasing fatigue and loss of appetite. He has recently lost 5kg in weight over the past few months; but does not complain of any difficulties concentrating or notable cardiac symptoms. He had an arteriovenous fistula constructed 4 months ago. 
What is the most important next step in this patient?","[""Increase the dose of his ACE Inhibitor"", ""Initiate dietary supplements and furosemide"", ""Non-urgent referral to dialysis clinic"", ""Reassure him no treatment is needed"", ""Referral for immediate haemodialysis""]",C,Non-urgent referral to dialysis clinic,
4. Respiratory_Respiratory_5.csv,Clinical,Easy,"[""respiratory""]","A 2-day-old infant presents with bilious vomiting and failure to pass meconium within 48 hours of birth.
On examination, his abdomen appears mildly distended but he remains afebrile and hemodynamically stable. 
Prenatal scans were unavailable as his mother failed to attend antenatal appointments. A plain abdominal x-ray and contrast enema were ordered, which is shown below. 
Case courtesy of Radswiki, Radiopaedia.org, rID: 11603
Select the most appropriate investigation to support the likely diagnosis.","[""Abdominal ultrasound"", ""Sweat chloride test"", ""Blood glucose level"", ""Rectal biopsy"", ""Thyroid function test""]",B,Sweat chloride test,
16. Obstetrics & Gynaecology_Gynae_1.csv,Clinical,Medium,"[""cervical cancer"", ""obstetrics & gynaecology""]","A 35 year old lady presents to the clinic for a cervical screening test. She is asymptomatic and her previous pap smears were normal. During this visit, a HPV test shows the presence of HPV types 16 and 18 but reflex liquid-based cytology (LBC) test is unsatisfactory.
What is your next step of management?","[""Repeat LBC test now"", ""Repeat LBC test in 6 weeks"", ""Repeat HPV test now"", ""Perform colposcopy now"", ""Return for screening in 5 years""]",D,Perform colposcopy now,
6. Endocrinology_Endo_3.csv,Clinical,Medium,"[""endocrinology""]","A 45-year-old male presents to the GP as he is unable to remove his wedding ring from his finger. He also complains of joint pain and a headache. 
Upon examination, you notice he has an enlarged forehead, macrognathia, and disproportionately large fingers, hands and feet.
Which of the following investigations would be the most appropriate to aid diagnosis?","[""Serum growth hormone level"", ""Insulin-like growth factor 1 and growth hormone levels after glucose"", ""Insulin-like growth factor 1 level"", ""Serum morning cortisol and dexamethasone suppression test"", ""No investigation""]",B,Insulin-like growth factor 1 and growth hormone levels after glucose,
16. Obstetrics & Gynaecology_Obstetrics_2.csv,Clinical,Medium,"[""obstetrics"", ""obstetrics & gynaecology""]","Marlene Lane is a 25-year-old G1P0. As part of her routine antenatal care, she underwent an oral glucose tolerance test at 26 weeks gestation. She was subsequently diagnosed with gestational diabetes (GDM). Marlene is currently managing her GDM with dietary changes. She asks her midwife what the consequences of this diagnosis are on her pregnancy.
Which of the following is not a complication of GDM?","[""Developing type 2 diabetes"", ""GDM in subsequent pregnancies"", ""Polyhydramnios"", ""Neonatal hyperglycaemia"", ""Macrosomia""]",D,Neonatal hyperglycaemia,
13. Psychiatry_Psychiatry_2.csv,Clinical,Medium,"[""bipolar"", ""psychiatry""]","A 46 year old woman comes into the GP because she is very tired and has been finding it harder to concentrate on her work. She has been struggling with depression for years, but it has recently gotten worse when her husband was diagnosed with cancer.  She states that in spite of this, she recently had a short period where she felt a decreased need to sleep, was more irritable and felt compelled to complete tasks such as cleaning.  She does not feel, however, that these symptoms impaired her ability to function.  
On examination, she is afebrile, observations are normal and physical examination shows no abnormalities. She has been taking sertraline, for which the dose was recently increased since the news of her husband's cancer, and she says she has been compliant with this regime.
Which of the following is the most likely diagnosis?","[""Bipolar I disorder"", ""Bipolar II disorder"", ""Cyclothymic disorder"", ""Schizoaffective disorder"", ""Dysthymic disorder""]",B,Bipolar II disorder,
7. Neurology_Neuro_1.csv,Clinical,Medium,"[""ms"", ""neurology""]","Penny, a 40 year old female, presents to the emergency department with a 2 day history of paraesthesia of the left foot. Her right foot is unaffected. She has no other significant medical history, except that she had 2 weeks of blurred vision approximately 6 months prior to this presentation.
After completing your history and physical exam, you quickly arrange for an MRI and Lumbar Puncture to confirm your suspicions. The MRI is as follows. What would you expect to find on Lumbar Puncture?
<INSERT IMAGE HERE>","[""Albuminocytologic dissociation"", ""High opening pressure"", ""Positive Gram Stain, high white cell count"", ""Xanthochromia, high red cell count"", ""Oligoclonal Banding""]",E,Oligoclonal Banding,
18. MSK_Rheum__MSKRheum_1.csv,Clinical,Hard,"[""rheumatology"", ""stenosis""]","Valerie is a 68 year old woman who has presents to her GP with a 2-week history of intermittent lower back and leg pain. She states the pain is fairly central in her lower back and occasionally goes down the backs of her legs to the soles of her feet. The pain is usually brought on by walking, especially down the hill on her way to work. The pain quickly disappears when she sits down.
Upon further questioning, Valerie also reports some numbness in her legs in association with the pain. She has occasionally felt weak in the legs after walking for a while. There has been no change to her bladder or bowel function.
On examination, Valerie is not tender to palpation over her back or in her legs. Musculoskeletal and neurological examination of the spine and lower limbs is normal. She has good peripheral pulses.
What is the most likely diagnosis?","[""Osteoarthritis of the lumbar spine"", ""Cauda equina syndrome"", ""Spinal canal stenosis"", ""Peripheral vascular disease"", ""Diabetic neuropathy""]",C,Spinal canal stenosis,
